Gasage (yr BP) ,co2 (ppmv),year,Gasage (yr BP),co2 (ppmv) Luthi
,,-659031.0,660981.0,186.6
,,-659700.0,661650.0,189.8
,,-660719.0,662669.0,187.8
,,-661256.0,663206.0,189.0
,,-662242.0,664192.0,189.1
,,-662740.0,664690.0,185.8
,,-663695.0,665645.0,178.2
,,-664224.0,666174.0,178.5
,,-665045.0,666995.0,172.7
,,-665619.0,667569.0,171.6
,,-666497.0,668447.0,175.6
,,-666984.0,668934.0,178.5
,,-667801.0,669751.0,185.5
,,-668226.0,670176.0,189.3
,,-668966.0,670916.0,192.6
,,-669336.0,671286.0,194.6
,,-669976.0,671926.0,192.5
,,-670436.0,672386.0,194.8
,,-671145.0,673095.0,198.7
,,-671525.0,673475.0,202.3
,,-672223.0,674173.0,209.2
,,-672571.0,674521.0,213.7
,,-673639.0,675589.0,220.0
,,-674220.0,676170.0,217.4
,,-674574.0,676524.0,214.0
,,-675118.0,677068.0,215.6
,,-675430.0,677380.0,217.4
,,-676034.0,677984.0,226.5
,,-676341.0,678291.0,230.0
,,-676964.0,678914.0,230.8
,,-677302.0,679252.0,230.3
,,-677782.0,679732.0,223.0
,,-678131.0,680081.0,225.0
,,-678658.0,680608.0,218.4
,,-678970.0,680920.0,216.2
,,-679581.0,681531.0,217.3
,,-679899.0,681849.0,219.7
,,-680496.0,682446.0,222.6
,,-680812.0,682762.0,221.3
,,-681312.0,683262.0,218.7
,,-681662.0,683612.0,217.5
,,-682192.0,684142.0,217.5
,,-682469.0,684419.0,219.4
,,-682999.0,684949.0,219.5
,,-683267.0,685217.0,219.7
,,-683766.0,685716.0,223.5
,,-684030.0,685980.0,224.4
,,-684475.0,686425.0,224.3
,,-684776.0,686726.0,227.3
,,-685277.0,687227.0,228.7
,,-685520.0,687470.0,228.8
,,-685999.0,687949.0,232.3
,,-686245.0,688195.0,233.0
,,-686702.0,688652.0,235.8
,,-686931.0,688881.0,234.9
,,-687354.0,689304.0,235.8
,,-687653.0,689603.0,239.9
,,-688107.0,690057.0,235.6
,,-688344.0,690294.0,234.8
,,-688821.0,690771.0,240.0
,,-689049.0,690999.0,234.0
,,-689482.0,691432.0,235.6
,,-689722.0,691672.0,236.6
,,-690107.0,692057.0,235.5
,,-690388.0,692338.0,235.9
,,-690815.0,692765.0,232.9
,,-691040.0,692990.0,234.8
,,-691483.0,693433.0,234.1
,,-691689.0,693639.0,234.1
,,-692118.0,694068.0,235.4
,,-692350.0,694300.0,234.4
,,-692722.0,694672.0,235.8
,,-692991.0,694941.0,236.9
,,-693433.0,695383.0,236.7
,,-693668.0,695618.0,237.6
,,-694112.0,696062.0,234.6
,,-694337.0,696287.0,234.8
,,-694767.0,696717.0,235.4
,,-695013.0,696963.0,232.9
,,-695381.0,697331.0,232.4
,,-695710.0,697660.0,232.2
,,-696170.0,698120.0,231.0
,,-696436.0,698386.0,228.0
,,-696930.0,698880.0,226.4
,,-697152.0,699102.0,227.7
,,-697683.0,699633.0,227.6
,,-697959.0,699909.0,226.0
,,-698439.0,700389.0,228.7
,,-698794.0,700744.0,227.6
,,-699292.0,701242.0,228.2
,,-699656.0,701606.0,228.8
,,-700208.0,702158.0,229.3
,,-700431.0,702381.0,230.3
,,-701038.0,702988.0,232.4
,,-701434.0,703384.0,232.8
,,-701984.0,703934.0,231.2
,,-702261.0,704211.0,231.2
,,-703023.0,704973.0,233.9
,,-703460.0,705410.0,228.5
,,-704191.0,706141.0,228.6
,,-704459.0,706409.0,228.1
,,-707730.0,709680.0,219.7
,,-708287.0,710237.0,220.2
,,-709154.0,711104.0,218.9
,,-709471.0,711421.0,218.7
,,-710883.0,712833.0,218.5
,,-711893.0,713843.0,222.3
,,-712338.0,714288.0,221.7
,,-713230.0,715180.0,217.7
,,-713800.0,715750.0,222.1
,,-714754.0,716704.0,208.1
,,-715115.0,717065.0,205.0
,,-716114.0,718064.0,192.9
,,-716829.0,718779.0,184.3
,,-717844.0,719794.0,187.8
,,-718387.0,720337.0,195.2
,,-719368.0,721318.0,206.3
,,-720089.0,722039.0,211.3
,,-721183.0,723133.0,213.4
,,-721514.0,723464.0,213.2
,,-722495.0,724445.0,210.3
,,-723109.0,725059.0,206.3
,,-723987.0,725937.0,206.6
,,-724372.0,726322.0,208.1
,,-725242.0,727192.0,204.5
,,-725782.0,727732.0,205.5
,,-726618.0,728568.0,205.1
,,-726971.0,728921.0,205.4
,,-728349.0,730299.0,204.0
,,-728999.0,730949.0,204.1
,,-729379.0,731329.0,204.9
,,-730191.0,732141.0,203.8
,,-730598.0,732548.0,205.9
,,-731311.0,733261.0,203.9
,,-731593.0,733543.0,204.4
,,-732273.0,734223.0,205.3
,,-732654.0,734604.0,207.4
,,-733217.0,735167.0,201.7
,,-733509.0,735459.0,201.3
,,-734129.0,736079.0,204.1
,,-734510.0,736460.0,209.7
,,-735084.0,737034.0,208.1
,,-735316.0,737266.0,211.3
,,-735939.0,737889.0,210.6
,,-736322.0,738272.0,206.5
,,-736894.0,738844.0,200.3
,,-737187.0,739137.0,197.8
,,-737892.0,739842.0,185.0
,,-738327.0,740277.0,178.9
,,-739071.0,741021.0,178.6
,,-739357.0,741307.0,176.6
,,-740125.0,742075.0,177.9
,,-740608.0,742558.0,182.3
,,-741283.0,743233.0,181.7
,,-741639.0,743589.0,180.4
,,-742404.0,744354.0,181.2
,,-742893.0,744843.0,182.0
,,-743886.0,745836.0,180.2
,,-744693.0,746643.0,183.1
,,-745160.0,747110.0,180.8
,,-745809.0,747759.0,180.8
,,-746151.0,748101.0,180.4
,,-746963.0,748913.0,181.4
,,-747451.0,749401.0,182.9
,,-748244.0,750194.0,184.8
,,-748526.0,750476.0,184.0
,,-749351.0,751301.0,186.2
,,-749880.0,751830.0,190.1
,,-750655.0,752605.0,188.0
,,-751028.0,752978.0,196.5
,,-752034.0,753984.0,191.5
,,-752444.0,754394.0,195.8
,,-753291.0,755241.0,200.5
,,-753545.0,755495.0,201.9
,,-754407.0,756357.0,206.0
,,-754921.0,756871.0,210.7
,,-755611.0,757561.0,215.0
,,-756012.0,757962.0,219.2
,,-756309.0,758259.0,215.3
,,-756525.0,758475.0,217.6
,,-756933.0,758883.0,217.9
,,-757356.0,759306.0,214.9
,,-758252.0,760202.0,208.8
,,-758550.0,760500.0,206.9
,,-759503.0,761453.0,206.1
,,-760114.0,762064.0,212.0
,,-760921.0,762871.0,216.0
,,-761369.0,763319.0,215.0
,,-761736.0,763686.0,225.7
,,-761984.0,763934.0,221.4
,,-762299.0,764249.0,224.1
,,-762883.0,764833.0,222.6
,,-763785.0,765735.0,216.8
,,-764160.0,766110.0,215.7
,,-765146.0,767096.0,213.5
,,-765787.0,767737.0,217.7
,,-766705.0,768655.0,222.4
,,-767100.0,769050.0,221.4
,,-767564.0,769514.0,228.1
,,-767837.0,769787.0,226.0
,,-768183.0,770133.0,231.5
,,-768497.0,770447.0,235.6
,,-768774.0,770724.0,238.2
,,-769044.0,770994.0,235.6
,,-769310.0,771260.0,237.7
,,-769758.0,771708.0,229.5
,,-770126.0,772076.0,230.9
,,-771093.0,773043.0,230.0
,,-771730.0,773680.0,233.3
,,-772598.0,774548.0,236.9
,,-773101.0,775051.0,240.5
,,-774087.0,776037.0,238.8
,,-774686.0,776636.0,243.9
,,-775606.0,777556.0,246.3
,,-775950.0,777900.0,246.1
,,-776848.0,778798.0,245.8
,,-777414.0,779364.0,243.9
,,-778318.0,780268.0,248.5
,,-778662.0,780612.0,242.8
,,-779585.0,781535.0,248.7
,,-780109.0,782059.0,246.2
,,-781313.0,783263.0,252.1
,,-782197.0,784147.0,246.9
,,-782742.0,784692.0,250.7
,,-783463.0,785413.0,253.3
,,-783839.0,785789.0,255.4
,,-784637.0,786587.0,260.3
,,-785126.0,787076.0,256.9
,,-785855.0,787805.0,248.1
,,-786083.0,788033.0,247.9
,,-786937.0,788887.0,229.5
,,-787431.0,789381.0,226.3
,,-788203.0,790153.0,218.2
,,-788588.0,790538.0,221.3
,,-789541.0,791491.0,215.4
,,-790131.0,792081.0,205.1
,,-790993.0,792943.0,204.0
,,-791310.0,793260.0,209.0
,,-792658.0,794608.0,199.4
,,-793252.0,795202.0,195.2
,,-794517.0,796467.0,189.3
,,-795149.0,797099.0,188.4
,,-796562.0,798512.0,191.0
