year reset dt,year reset,year,temp c,anom c,modern anom c,modern temp c,temp c resample 1000Y
518276,518276,-301612,,-5.82,,,
518457,518457,-301431,-59.44999999999999,,,,
518469,518469,-301419,,-5.25,,,
518647,518647,-301241,-60.44999999999999,,,,
518668,518668,-301220,,-5.68,,,
518836,518836,-301052,-60.04999999999998,,,,
518875,518875,-301013,,-6.12,,,
519026,519026,-300862,-60.74999999999997,,,,
519087,519087,-300801,,-6.39,,,
519218,519218,-300670,-60.24999999999997,,,,
519296,519296,-300592,,-6.23,,,
519410,519410,-300478,-60.64999999999998,,,,
519499,519499,-300389,,-5.94,,,
519602,519602,-300286,-61.04999999999998,,,,
519722,519722,-300166,,-7.01,,,
519800,519800,-300088,-61.34999999999997,,,,
519947,519947,-299941,,-7.07,,,
519999,519999,-299889,-61.14999999999998,,,,
520170,520170,-299718,,-7.06,,,
520197,520197,-299691,-60.94999999999999,,,,
520387,520387,-299501,,-7.69,,,
520409,520409,-299479,-61.94999999999999,,,,
520611,520611,-299277,,-7.14,,,
520620,520620,-299268,-62.04999999999998,,,,
520823,520823,-299065,,-6.57,,,
520832,520832,-299056,-62.04999999999998,,,,
521030,521030,-298858,,-6.31,,,
521038,521038,-298850,-61.64999999999998,,,,
521229,521229,-298659,,-5.93,,,
521243,521243,-298645,-62.04999999999998,,,,
521414,521414,-298474,,-4.91,,,
521449,521449,-298439,-61.44999999999999,,,,
521606,521606,-298282,,-5.57,,,
521635,521635,-298253,-61.24999999999997,,,,
521803,521803,-298085,,-5.87,,,
521822,521822,-298066,-60.84999999999997,,,,
522002,522002,-297886,,-5.99,,,
522008,522008,-297880,-60.04999999999998,,,,
522192,522192,-297696,-60.44999999999999,,,,
522212,522212,-297676,,-6.57,,,
522377,522377,-297511,-60.74999999999997,,,,
522423,522423,-297465,,-6.63,,,
522561,522561,-297327,-60.94999999999999,,,,
522629,522629,-297259,,-6.37,,,
522756,522756,-297132,-61.44999999999999,,,,
522837,522837,-297051,,-6.54,,,
522952,522952,-296936,-61.54999999999998,,,,
523048,523048,-296840,,-6.68,,,
523147,523147,-296741,-61.24999999999997,,,,
523262,523262,-296626,,-7.24,,,
523343,523343,-296545,-61.44999999999999,,,,
523482,523482,-296406,,-7.15,,,
523539,523539,-296349,-61.54999999999998,,,,
523710,523710,-296178,,-7.6,,,
523735,523735,-296153,-61.74999999999997,,,,
523942,523942,-295946,,-7.81,,,
523945,523945,-295943,-62.04999999999998,,,,
524143,524143,-295745,,-7.35,,,
524154,524154,-295734,-62.54999999999998,,,,
524358,524358,-295530,,-8.03,,,
524364,524364,-295524,-62.74999999999997,,,,
524560,524560,-295328,-61.14999999999998,,,,
524580,524580,-295308,,-7.38,,,
524755,524755,-295133,-61.84999999999997,,,,
524798,524798,-295090,,-7.05,,,
524951,524951,-294937,-62.24999999999997,,,,
525007,525007,-294881,,-6.95,,,
525145,525145,-294743,-62.04999999999998,,,,
525208,525208,-294680,,-6.37,,,
525338,525338,-294550,-61.64999999999998,,,,
525402,525402,-294486,,-5.87,,,
525532,525532,-294356,-61.24999999999997,,,,
525589,525589,-294299,,-5.66,,,
525704,525704,-294184,-60.84999999999997,,,,
525766,525766,-294122,,-4.93,,,
525875,525875,-294013,-60.54999999999998,,,,
525962,525962,-293926,,-6.17,,,
526047,526047,-293841,-59.84999999999997,,,,
526168,526168,-293720,,-6.68,,,
526236,526236,-293652,-61.04999999999998,,,,
526384,526384,-293504,,-7.2,,,
526424,526424,-293464,-61.54999999999998,,,,
526595,526595,-293293,,-7.22,,,
526613,526613,-293275,-62.04999999999998,,,,
526814,526814,-293074,-61.84999999999997,,,,
526820,526820,-293068,,-7.62,,,
527014,527014,-292874,-62.44999999999999,,,,
527046,527046,-292842,,-8.07,,,
527215,527215,-292673,-62.64999999999998,,,,
527270,527270,-292618,,-7.63,,,
527410,527410,-292478,-62.44999999999999,,,,
527492,527492,-292396,,-7.53,,,
527606,527606,-292282,-62.34999999999997,,,,
