dmy float,dmy,irtemp c,min c,max c
1947.8142076502731,1947-10-25,16.9,5.0,14.4
1947.8169398907103,1947-10-26,14.399999999999999,4.4,12.2
1947.8196721311476,1947-10-27,16.900000000000002,7.2,13.3
1947.8224043715848,1947-10-28,18.6,9.4,13.9
1947.8251366120219,1947-10-29,15.85,8.3,11.7
1947.827868852459,1947-10-30,15.3,5.0,12.8
1947.8306010928961,1947-10-31,13.850000000000001,1.1,13.3
1947.0300546448088,1947-01-11,20.85,8.3,16.7
1947.1147540983607,1947-02-11,19.5,7.8,15.6
1947.191256830601,1947-03-11,18.35,6.7,15.0
1947.275956284153,1947-04-11,18.0,7.2,14.4
1947.3579234972678,1947-05-11,19.2,7.2,15.6
1947.4426229508197,1947-06-11,21.15,8.9,16.7
1947.5245901639344,1947-07-11,23.9,12.2,17.8
1947.6092896174864,1947-08-11,22.75,13.3,16.1
1947.6939890710382,1947-09-11,18.65,6.1,15.6
1947.775956284153,1947-10-11,16.650000000000002,6.7,13.3
1947.860655737705,1947-11-11,19.5,7.8,15.6
1947.9426229508197,1947-12-11,16.65,3.3,15.0
1947.8661202185792,1947-11-13,13.6,2.8,12.2
1947.8688524590164,1947-11-14,8.1,2.8,6.7
1947.8715846994535,1947-11-15,6.9,-0.6,7.2
1947.8743169398906,1947-11-16,6.3500000000000005,-1.7,7.2
1947.877049180328,1947-11-17,1.65,-3.3,3.3
1947.879781420765,1947-11-18,8.6,-0.6,8.9
1947.8825136612022,1947-11-19,15.5,4.4,13.3
1947.8852459016393,1947-11-20,22.75,8.9,18.3
1947.8879781420765,1947-11-21,25.0,14.4,17.8
1947.8907103825136,1947-11-22,22.75,13.3,16.1
1947.8934426229507,1947-11-23,16.6,4.4,14.4
1947.896174863388,1947-11-24,12.549999999999999,3.9,10.6
1947.8989071038252,1947-11-25,12.25,1.1,11.7
1947.9016393442623,1947-11-26,10.799999999999999,-0.6,11.1
1947.9043715846994,1947-11-27,8.05,-1.7,8.9
1947.9071038251366,1947-11-28,6.9,-2.8,8.3
1947.9098360655737,1947-11-29,8.6,-0.6,8.9
1947.9125683060108,1947-11-30,7.25,-3.3,8.9
1947.032786885246,1947-01-12,3.5000000000000004,-7.8,7.4
1947.1174863387978,1947-02-12,8.7,3.8,6.8
1947.1939890710382,1947-03-12,8.049999999999999,3.9,6.1
1947.27868852459,1947-04-12,9.450000000000001,1.1,8.9
1947.360655737705,1947-05-12,10.75,4.9,8.3
1947.4453551912568,1947-06-12,10.8,4.6,8.5
1947.5273224043715,1947-07-12,10.0,0.6,9.7
1947.6120218579235,1947-08-12,8.05,0.7,7.7
1947.6967213114754,1947-09-12,4.5,-2.2,5.6
1947.77868852459,1947-10-12,7.75,-2.3,8.9
1947.863387978142,1947-11-12,15.0,7.8,11.1
1947.9453551912568,1947-12-12,15.55,8.9,11.1
1947.948087431694,1947-12-13,13.6,7.2,10.0
1947.950819672131,1947-12-14,12.25,6.7,8.9
1947.9535519125684,1947-12-15,11.100000000000001,5.6,8.3
1947.9562841530055,1947-12-16,11.100000000000001,5.6,8.3
1947.9590163934427,1947-12-17,10.3,5.0,7.8
1947.9617486338798,1947-12-18,11.350000000000001,6.1,8.3
1947.964480874317,1947-12-19,11.7,5.6,8.9
1947.967213114754,1947-12-20,14.5,5.6,11.7
1947.9699453551912,1947-12-21,12.2,5.6,9.4
1947.9726775956285,1947-12-22,12.8,5.6,10.0
1947.9754098360656,1947-12-23,13.35,6.7,10.0
1947.9781420765028,1947-12-24,17.75,8.9,13.3
1947.98087431694,1947-12-25,11.4,2.8,10.0
1947.983606557377,1947-12-26,7.800000000000001,2.2,6.7
1947.9863387978141,1947-12-27,15.0,5.6,12.2
1947.9890710382513,1947-12-28,7.8,0.0,7.8
1947.9918032786886,1947-12-29,3.8500000000000005,-1.1,4.4
1947.9945355191257,1947-12-30,2.4499999999999997,-1.7,3.3
1947.9972677595629,1947-12-31,9.15,-1.7,10.0
1948.0027397260274,1948-01-01,18.6,9.4,13.9
1948.0876712328768,1948-02-01,19.1,9.4,14.4
1948.1671232876713,1948-03-01,14.45,6.7,11.1
1948.2520547945205,1948-04-01,16.1,4.4,13.9
1948.3342465753424,1948-05-01,7.25,1.1,6.7
1948.4191780821918,1948-06-01,7.5,0.6,7.2
1948.5013698630137,1948-07-01,6.6499999999999995,1.1,6.1
1948.5863013698631,1948-08-01,10.3,0.6,10.0
1948.6712328767123,1948-09-01,7.0,0.6,6.7
1948.7534246575342,1948-10-01,11.45,1.7,10.6
1948.8383561643836,1948-11-01,13.899999999999999,5.6,11.1
1948.9205479452055,1948-12-01,12.8,4.4,10.6
1948.035616438356,1948-01-13,14.5,5.6,11.7
1948.0383561643835,1948-01-14,16.1,4.4,13.9
1948.041095890411,1948-01-15,6.949999999999999,1.7,6.1
1948.0438356164384,1948-01-16,8.9,-2.2,10.0
1948.0465753424658,1948-01-17,11.7,2.2,10.6
1948.0493150684931,1948-01-18,10.3,0.6,10.0
1948.0520547945205,1948-01-19,9.1,-0.6,9.4
1948.054794520548,1948-01-20,9.4,0.0,9.4
1948.0575342465754,1948-01-21,10.85,1.7,10.0
1948.0602739726028,1948-01-22,6.95,-3.9,8.9
1948.0630136986301,1948-01-23,6.3500000000000005,-3.9,8.3
1948.0657534246575,1948-01-24,5.85,1.7,5.0
1948.0684931506848,1948-01-25,6.15,-3.3,7.8
1948.0712328767124,1948-01-26,10.0,2.2,8.9
1948.0739726027398,1948-01-27,8.9,2.2,7.8
1948.0767123287671,1948-01-28,6.3500000000000005,-1.7,7.2
1948.0794520547945,1948-01-29,6.3500000000000005,-1.7,7.2
1948.0821917808219,1948-01-30,11.149999999999999,-1.1,11.7
1948.0849315068492,1948-01-31,13.899999999999999,5.6,11.1
1948.0054794520547,1948-01-02,16.1,5.6,13.3
1948.0904109589042,1948-02-02,16.7,5.6,13.9
1948.1698630136987,1948-03-02,8.9,2.2,7.8
1948.2547945205479,1948-04-02,11.05,3.3,9.4
1948.33698630137,1948-05-02,13.649999999999999,3.9,11.7
1948.4219178082192,1948-06-02,8.6,2.8,7.2
1948.504109589041,1948-07-02,15.0,4.4,12.8
1948.5890410958905,1948-08-02,18.3,7.8,14.4
1948.6739726027397,1948-09-02,14.7,5.0,12.2
1948.7561643835616,1948-10-02,15.549999999999999,6.7,12.2
1948.841095890411,1948-11-02,13.899999999999999,5.6,11.1
1948.9232876712329,1948-12-02,10.8,2.8,9.4
1948.1205479452055,1948-02-13,14.75,6.1,11.7
1948.123287671233,1948-02-14,19.15,8.3,15.0
1948.1260273972603,1948-02-15,13.95,6.7,10.6
1948.1287671232876,1948-02-16,11.95,6.1,8.9
1948.131506849315,1948-02-17,10.0,4.4,7.8
1948.1342465753426,1948-02-18,6.949999999999999,1.7,6.1
1948.13698630137,1948-02-19,5.8999999999999995,0.6,5.6
1948.1397260273973,1948-02-20,7.0,0.6,6.7
1948.1424657534246,1948-02-21,1.6999999999999997,-2.2,2.8
1948.145205479452,1948-02-22,3.0,-0.6,3.3
1948.1479452054793,1948-02-23,7.800000000000001,2.2,6.7
1948.150684931507,1948-02-24,7.55,1.7,6.7
1948.1534246575343,1948-02-25,5.55,1.1,5.0
1948.1561643835616,1948-02-26,6.3500000000000005,-1.7,7.2
1948.158904109589,1948-02-27,4.199999999999999,-2.8,5.6
1948.1616438356164,1948-02-28,7.200000000000001,-2.2,8.3
1948.164383561644,1948-02-29,9.200000000000001,0.6,8.9
1948.0082191780823,1948-01-03,14.450000000000001,3.3,12.8
1948.0931506849315,1948-02-03,13.85,3.3,12.2
1948.172602739726,1948-03-03,12.25,1.1,11.7
1948.2575342465752,1948-04-03,11.4,5.0,8.9
1948.3397260273973,1948-05-03,10.9,0.6,10.6
1948.4246575342465,1948-06-03,11.9,-2.8,13.3
1948.5068493150684,1948-07-03,20.8,9.4,16.1
1948.5917808219178,1948-08-03,23.65,11.7,17.8
1948.676712328767,1948-09-03,26.7,10.0,21.7
1948.7589041095891,1948-10-03,18.6,5.0,16.1
1948.8438356164384,1948-11-03,13.0,-0.6,13.3
1948.9260273972602,1948-12-03,14.7,-0.6,15.0
1948.2,1948-03-13,16.6,4.4,14.4
1948.2027397260274,1948-03-14,19.450000000000003,6.7,16.1
1948.2054794520548,1948-03-15,16.4,5.0,13.9
1948.2082191780821,1948-03-16,13.6,5.0,11.1
1948.2109589041097,1948-03-17,14.450000000000001,3.3,12.8
1948.213698630137,1948-03-18,11.7,0.0,11.7
1948.2164383561644,1948-03-19,17.8,7.8,13.9
1948.2191780821918,1948-03-20,20.6,10.0,15.6
1948.2219178082191,1948-03-21,13.649999999999999,3.9,11.7
1948.2246575342465,1948-03-22,13.299999999999999,2.2,12.2
1948.227397260274,1948-03-23,12.25,-1.1,12.8
1948.2301369863014,1948-03-24,15.250000000000002,-1.7,16.1
1948.2328767123288,1948-03-25,13.350000000000001,1.1,12.8
1948.2356164383561,1948-03-26,15.9,0.6,15.6
1948.2383561643835,1948-03-27,17.25,6.7,13.9
1948.2410958904109,1948-03-28,16.35,6.1,13.3
1948.2438356164384,1948-03-29,18.05,6.1,15.0
1948.2465753424658,1948-03-30,13.1,2.8,11.7
1948.2493150684932,1948-03-31,16.1,5.6,13.3
1948.0109589041097,1948-01-04,17.5,5.0,15.0
1948.0958904109589,1948-02-04,12.5,0.6,12.2
1948.1753424657534,1948-03-04,14.450000000000001,1.1,13.9
1948.2602739726028,1948-04-04,9.15,-1.7,10.0
1948.3424657534247,1948-05-04,11.649999999999999,-1.1,12.2
1948.427397260274,1948-06-04,15.5,4.4,13.3
1948.509589041096,1948-07-04,19.150000000000002,6.1,16.1
1948.5945205479452,1948-08-04,12.549999999999999,3.9,10.6
1948.6794520547944,1948-09-04,14.200000000000001,2.8,12.8
1948.7616438356165,1948-10-04,13.899999999999999,5.6,11.1
1948.8465753424657,1948-11-04,15.25,3.9,13.3
1948.9287671232876,1948-12-04,19.150000000000002,6.1,16.1
1948.2849315068493,1948-04-13,19.1,9.4,14.4
1948.2876712328766,1948-04-14,17.75,6.7,14.4
1948.2904109589042,1948-04-15,18.1,5.0,15.6
1948.2931506849316,1948-04-16,18.35,6.7,15.0
1948.295890410959,1948-04-17,11.65,1.1,11.1
1948.2986301369863,1948-04-18,18.6,7.2,15.0
1948.3013698630136,1948-04-19,13.85,3.3,12.2
1948.304109589041,1948-04-20,16.1,2.2,15.0
1948.3068493150686,1948-04-21,16.1,5.6,13.3
1948.309589041096,1948-04-22,19.75,8.3,15.6
1948.3123287671233,1948-04-23,18.95,6.7,15.6
1948.3150684931506,1948-04-24,15.55,1.1,15.0
1948.317808219178,1948-04-25,16.15,1.1,15.6
1948.3205479452056,1948-04-26,17.25,1.1,16.7
1948.323287671233,1948-04-27,24.4,10.0,19.4
1948.3260273972603,1948-04-28,13.049999999999999,3.9,11.1
1948.3287671232877,1948-04-29,10.9,0.6,10.6
1948.331506849315,1948-04-30,14.450000000000001,3.3,12.8
1948.013698630137,1948-01-05,10.25,3.9,8.3
1948.0986301369862,1948-02-05,12.549999999999999,1.7,11.7
1948.1780821917807,1948-03-05,10.799999999999999,-0.6,11.1
1948.2630136986302,1948-04-05,17.8,7.8,13.9
1948.345205479452,1948-05-05,16.6,4.4,14.4
1948.4301369863015,1948-06-05,18.3,2.2,17.2
1948.5123287671233,1948-07-05,21.7,10.0,16.7
1948.5972602739726,1948-08-05,16.95,6.1,13.9
1948.682191780822,1948-09-05,18.3,4.4,16.1
1948.7643835616439,1948-10-05,19.2,2.8,17.8
1948.849315068493,1948-11-05,16.65,8.9,12.2
1948.9315068493152,1948-12-05,17.55,1.7,16.7
1948.3671232876711,1948-05-13,25.55,11.1,20.0
1948.3698630136987,1948-05-14,21.4,9.4,16.7
1948.372602739726,1948-05-15,24.5,7.8,20.6
1948.3753424657534,1948-05-16,24.099999999999998,9.4,19.4
1948.3780821917808,1948-05-17,23.549999999999997,8.3,19.4
1948.3808219178081,1948-05-18,24.15,8.3,20.0
1948.3835616438357,1948-05-19,23.35,6.7,20.0
1948.386301369863,1948-05-20,20.0,7.8,16.1
1948.3890410958904,1948-05-21,23.900000000000002,5.6,21.1
1948.3917808219178,1948-05-22,18.65,6.1,15.6
1948.3945205479451,1948-05-23,15.55,3.3,13.9
1948.3972602739725,1948-05-24,12.5,-0.6,12.8
1948.4,1948-05-25,13.600000000000001,0.6,13.3
1948.4027397260274,1948-05-26,14.75,1.7,13.9
1948.4054794520548,1948-05-27,14.15,1.7,13.3
1948.4082191780822,1948-05-28,18.0,7.2,14.4
1948.4109589041095,1948-05-29,16.95,6.1,13.9
1948.4136986301369,1948-05-30,17.2,5.6,14.4
1948.4164383561645,1948-05-31,14.5,5.6,11.7
1948.0164383561644,1948-01-06,20.0,4.4,17.8
1948.1013698630136,1948-02-06,21.150000000000002,6.7,17.8
1948.1808219178083,1948-03-06,18.1,5.0,15.6
1948.2657534246575,1948-04-06,22.25,6.7,18.9
1948.3479452054794,1948-05-06,19.450000000000003,6.7,16.1
1948.4328767123288,1948-06-06,19.45,8.9,15.0
1948.5150684931507,1948-07-06,22.75,8.9,18.3
1948.6,1948-08-06,26.1,10.0,21.1
1948.6849315068494,1948-09-06,17.55,3.9,15.6
1948.7671232876712,1948-10-06,19.45,11.1,13.9
1948.8520547945207,1948-11-06,23.35,11.1,17.8
1948.9342465753425,1948-12-06,23.9,12.2,17.8
1948.4520547945206,1948-06-13,25.900000000000002,10.6,20.6
1948.454794520548,1948-06-14,26.450000000000003,11.7,20.6
1948.4575342465753,1948-06-15,22.549999999999997,11.7,16.7
1948.4602739726026,1948-06-16,21.7,7.8,17.8
1948.4630136986302,1948-06-17,21.95,6.1,18.9
1948.4657534246576,1948-06-18,22.5,10.6,17.2
1948.468493150685,1948-06-19,21.7,10.0,16.7
1948.4712328767123,1948-06-20,18.35,6.7,15.0
1948.4739726027397,1948-06-21,22.75,8.9,18.3
1948.4767123287672,1948-06-22,22.75,8.9,18.3
1948.4794520547946,1948-06-23,20.599999999999998,7.8,16.7
1948.482191780822,1948-06-24,25.6,10.0,20.6
1948.4849315068493,1948-06-25,29.4,14.4,22.2
1948.4876712328767,1948-06-26,23.35,13.3,16.7
1948.490410958904,1948-06-27,22.5,10.6,17.2
1948.4931506849316,1948-06-28,20.6,10.0,15.6
1948.495890410959,1948-06-29,19.15,8.3,15.0
1948.4986301369863,1948-06-30,19.150000000000002,6.1,16.1
1948.0191780821917,1948-01-07,20.25,8.3,16.1
1948.1041095890412,1948-02-07,21.400000000000002,10.6,16.1
1948.1835616438357,1948-03-07,26.450000000000003,11.7,20.6
1948.268493150685,1948-04-07,24.15,11.7,18.3
1948.3506849315067,1948-05-07,22.5,7.2,18.9
1948.4356164383562,1948-06-07,24.15,11.7,18.3
1948.517808219178,1948-07-07,23.9,12.2,17.8
1948.6027397260275,1948-08-07,20.599999999999998,7.8,16.7
1948.6876712328767,1948-09-07,21.150000000000002,6.7,17.8
1948.7698630136986,1948-10-07,23.0,7.2,19.4
1948.854794520548,1948-11-07,23.1,12.8,16.7
1948.9369863013699,1948-12-07,21.650000000000002,11.1,16.1
1948.5342465753424,1948-07-13,20.55,8.9,16.1
1948.5369863013698,1948-07-14,20.6,10.0,15.6
1948.5397260273974,1948-07-15,22.2,10.0,17.2
1948.5424657534247,1948-07-16,21.650000000000002,6.7,18.3
1948.545205479452,1948-07-17,18.9,7.8,15.0
1948.5479452054794,1948-07-18,26.950000000000003,11.7,21.1
1948.5506849315068,1948-07-19,24.200000000000003,12.8,17.8
1948.5534246575342,1948-07-20,25.55,11.1,20.0
1948.5561643835617,1948-07-21,23.299999999999997,12.2,17.2
1948.558904109589,1948-07-22,21.9,9.4,17.2
1948.5616438356165,1948-07-23,23.05,6.1,20.0
1948.5643835616438,1948-07-24,25.25,11.7,19.4
1948.5671232876712,1948-07-25,32.550000000000004,13.9,25.6
1948.5698630136985,1948-07-26,34.150000000000006,16.1,26.1
1948.572602739726,1948-07-27,27.8,10.0,22.8
1948.5753424657535,1948-07-28,32.5,12.8,26.1
1948.5780821917808,1948-07-29,35.3,15.0,27.8
1948.5808219178082,1948-07-30,32.8,15.6,25.0
1948.5835616438355,1948-07-31,29.150000000000002,16.1,21.1
1948.021917808219,1948-01-08,27.2,14.4,20.0
1948.1068493150685,1948-02-08,27.5,15.0,20.0
1948.186301369863,1948-03-08,25.25,13.9,18.3
1948.2712328767122,1948-04-08,25.6,10.0,20.6
1948.3534246575343,1948-05-08,24.450000000000003,13.3,17.8
1948.4383561643835,1948-06-08,26.4,15.0,18.9
1948.5205479452054,1948-07-08,26.099999999999998,14.4,18.9
1948.6054794520549,1948-08-08,22.799999999999997,12.2,16.7
1948.690410958904,1948-09-08,20.85,11.7,15.0
1948.772602739726,1948-10-08,21.7,10.0,16.7
1948.8575342465754,1948-11-08,23.599999999999998,9.4,18.9
1948.9397260273972,1948-12-08,23.0,9.4,18.3
1948.6191780821919,1948-08-13,24.7,9.4,20.0
1948.6219178082192,1948-08-14,23.849999999999998,8.9,19.4
1948.6246575342466,1948-08-15,24.700000000000003,12.8,18.3
1948.627397260274,1948-08-16,23.049999999999997,11.7,17.2
1948.6301369863013,1948-08-17,21.9,9.4,17.2
1948.6328767123289,1948-08-18,20.85,8.3,16.7
1948.6356164383562,1948-08-19,19.5,5.6,16.7
1948.6383561643836,1948-08-20,24.15,8.3,20.0
1948.641095890411,1948-08-21,25.6,10.0,20.6
1948.6438356164383,1948-08-22,23.9,10.0,18.9
1948.6465753424657,1948-08-23,25.25,11.7,19.4
1948.6493150684933,1948-08-24,22.25,8.9,17.8
1948.6520547945206,1948-08-25,24.700000000000003,12.8,18.3
1948.654794520548,1948-08-26,23.3,10.0,18.3
1948.6575342465753,1948-08-27,20.8,7.2,17.2
1948.6602739726027,1948-08-28,26.4,9.4,21.7
1948.66301369863,1948-08-29,31.7,15.6,23.9
1948.6657534246576,1948-08-30,29.15,13.9,22.2
1948.668493150685,1948-08-31,24.950000000000003,13.3,18.3
1948.0246575342467,1948-01-09,24.2,10.6,18.9
1948.109589041096,1948-02-09,25.549999999999997,13.3,18.9
1948.1890410958904,1948-03-09,22.549999999999997,11.7,16.7
1948.2739726027398,1948-04-09,20.55,8.9,16.1
1948.3561643835617,1948-05-09,19.7,5.0,17.2
1948.441095890411,1948-06-09,22.75,8.9,18.3
1948.5232876712328,1948-07-09,26.650000000000002,11.1,21.1
1948.6082191780822,1948-08-09,27.200000000000003,12.2,21.1
1948.6931506849314,1948-09-09,22.2,5.6,19.4
1948.7753424657535,1948-10-09,26.700000000000003,12.2,20.6
1948.8602739726027,1948-11-09,20.3,7.2,16.7
1948.9424657534246,1948-12-09,19.2,7.2,15.6
1948.704109589041,1948-09-13,20.8,5.0,18.3
1948.7068493150684,1948-09-14,24.45,11.1,18.9
1948.7095890410958,1948-09-15,21.15,8.9,16.7
1948.7123287671234,1948-09-16,18.6,7.2,15.0
1948.7150684931507,1948-09-17,24.15,11.7,18.3
1948.717808219178,1948-09-18,27.75,13.3,21.1
1948.7205479452055,1948-09-19,21.7,10.0,16.7
1948.7232876712328,1948-09-20,18.65,6.1,15.6
1948.7260273972602,1948-09-21,15.25,1.7,14.4
1948.7287671232878,1948-09-22,19.15,3.9,17.2
1948.731506849315,1948-09-23,21.7,12.2,15.6
1948.7342465753425,1948-09-24,25.0,12.2,18.9
1948.7369863013698,1948-09-25,23.549999999999997,8.3,19.4
1948.7397260273972,1948-09-26,25.299999999999997,12.8,18.9
1948.7424657534248,1948-09-27,30.0,15.6,22.2
1948.7452054794521,1948-09-28,26.65,13.3,20.0
1948.7479452054795,1948-09-29,24.75,11.7,18.9
1948.7506849315068,1948-09-30,23.6,10.6,18.3
1948.027397260274,1948-01-10,26.4,12.8,20.0
1948.1123287671232,1948-02-10,28.1,15.0,20.6
1948.1917808219177,1948-03-10,21.4,9.4,16.7
1948.2767123287672,1948-04-10,18.4,5.6,15.6
1948.358904109589,1948-05-10,18.05,6.1,15.0
1948.4438356164383,1948-06-10,17.8,5.6,15.0
1948.5260273972603,1948-07-10,20.55,11.1,15.0
1948.6109589041096,1948-08-10,23.049999999999997,11.7,17.2
1948.695890410959,1948-09-10,26.599999999999998,14.4,19.4
1948.7780821917809,1948-10-10,24.4,12.2,18.3
1948.86301369863,1948-11-10,23.35,11.1,17.8
1948.945205479452,1948-12-10,20.8,7.2,17.2
1948.786301369863,1948-10-13,20.6,10.0,15.6
1948.7890410958903,1948-10-14,18.9,7.8,15.0
1948.7917808219179,1948-10-15,17.8,4.4,15.6
1948.7945205479452,1948-10-16,15.3,2.8,13.9
1948.7972602739726,1948-10-17,17.75,6.7,14.4
1948.8,1948-10-18,16.1,4.4,13.9
1948.8027397260273,1948-10-19,17.2,5.6,14.4
1948.805479452055,1948-10-20,19.45,8.9,15.0
1948.8082191780823,1948-10-21,21.1,12.2,15.0
1948.8109589041096,1948-10-22,18.05,6.1,15.0
1948.813698630137,1948-10-23,16.9,5.0,14.4
1948.8164383561643,1948-10-24,23.9,10.0,18.9
1948.8191780821917,1948-10-25,17.0,2.8,15.6
1948.8219178082193,1948-10-26,11.950000000000001,-1.7,12.8
1948.8246575342466,1948-10-27,9.45,-3.3,11.1
1948.827397260274,1948-10-28,17.25,3.3,15.6
1948.8301369863013,1948-10-29,18.6,7.2,15.0
1948.8328767123287,1948-10-30,15.9,0.6,15.6
1948.835616438356,1948-10-31,13.6,-0.6,13.9
1948.0301369863014,1948-01-11,22.0,12.8,15.6
1948.1150684931506,1948-02-11,22.549999999999997,11.7,16.7
1948.194520547945,1948-03-11,19.7,10.6,14.4
1948.2794520547945,1948-04-11,15.5,4.4,13.3
1948.3616438356164,1948-05-11,12.5,2.8,11.1
1948.4465753424658,1948-06-11,8.05,-1.7,8.9
1948.5287671232877,1948-07-11,12.25,6.7,8.9
1948.613698630137,1948-08-11,13.55,-1.7,14.4
1948.6986301369864,1948-09-11,10.0,-2.2,11.1
1948.7808219178082,1948-10-11,12.75,1.1,12.2
1948.8657534246574,1948-11-11,18.9,10.0,13.9
1948.9479452054795,1948-12-11,21.7,12.2,15.6
1948.8712328767124,1948-11-13,21.400000000000002,10.6,16.1
1948.8739726027397,1948-11-14,22.200000000000003,12.2,16.1
1948.876712328767,1948-11-15,18.0,7.2,14.4
1948.8794520547945,1948-11-16,14.950000000000001,3.3,13.3
1948.8821917808218,1948-11-17,17.2,5.6,14.4
1948.8849315068494,1948-11-18,18.9,7.8,15.0
1948.8876712328768,1948-11-19,18.65,6.1,15.6
1948.890410958904,1948-11-20,14.75,6.1,11.7
1948.8931506849315,1948-11-21,11.1,0.0,11.1
1948.8958904109588,1948-11-22,14.15,-1.7,15.0
1948.8986301369864,1948-11-23,13.3,0.0,13.3
1948.9013698630138,1948-11-24,14.2,7.2,10.6
1948.9041095890411,1948-11-25,15.6,7.8,11.7
1948.9068493150685,1948-11-26,18.55,8.3,14.4
1948.9095890410958,1948-11-27,21.650000000000002,11.1,16.1
1948.9123287671232,1948-11-28,16.35,6.1,13.3
1948.9150684931508,1948-11-29,15.5,4.4,13.3
1948.9178082191781,1948-11-30,12.2,0.0,12.2
1948.0328767123287,1948-01-12,11.649999999999999,-1.1,12.2
1948.1178082191782,1948-02-12,23.35,11.1,17.8
1948.1972602739727,1948-03-12,18.3,7.8,14.4
1948.282191780822,1948-04-12,11.15,1.1,10.6
1948.3643835616438,1948-05-12,16.35,8.3,12.2
1948.4493150684932,1948-06-12,12.0,2.8,10.6
1948.531506849315,1948-07-12,14.75,6.1,11.7
1948.6164383561643,1948-08-12,11.9,5.0,9.4
1948.7013698630137,1948-09-12,10.85,1.7,10.0
1948.7835616438356,1948-10-12,15.049999999999999,6.7,11.7
1948.868493150685,1948-11-12,14.7,5.0,12.2
1948.9506849315069,1948-12-12,11.4,0.6,11.1
1948.9534246575342,1948-12-13,16.650000000000002,6.7,13.3
1948.9561643835616,1948-12-14,15.0,4.4,12.8
1948.958904109589,1948-12-15,8.6,2.8,7.2
1948.9616438356165,1948-12-16,13.35,3.3,11.7
1948.964383561644,1948-12-17,12.549999999999999,1.7,11.7
1948.9671232876713,1948-12-18,11.95,3.9,10.0
1948.9698630136986,1948-12-19,8.35,-1.1,8.9
1948.972602739726,1948-12-20,7.55,1.7,6.7
1948.9753424657533,1948-12-21,10.5,4.4,8.3
1948.978082191781,1948-12-22,10.0,4.4,7.8
1948.9808219178083,1948-12-23,6.15,-3.3,7.8
1948.9835616438356,1948-12-24,9.7,5.0,7.2
1948.986301369863,1948-12-25,7.25,-1.1,7.8
1948.9890410958903,1948-12-26,11.100000000000001,4.4,8.9
1948.9917808219177,1948-12-27,9.200000000000001,0.6,8.9
1948.9945205479453,1948-12-28,11.149999999999999,-1.1,11.7
1948.9972602739726,1948-12-29,7.5,2.8,6.1
1949.0,1948-12-30,7.2,0.0,7.2
1949.0027397260274,1948-12-31,7.5,-0.6,7.8
1949.0027322404371,1949-01-01,10.25,1.7,9.4
1949.0874316939892,1949-02-01,5.25,-1.7,6.1
1949.1639344262296,1949-03-01,6.699999999999999,-2.2,7.8
1949.2486338797814,1949-04-01,7.25,-1.1,7.8
1949.3306010928961,1949-05-01,11.149999999999999,-1.1,11.7
1949.4153005464482,1949-06-01,18.85,11.1,13.3
1949.4972677595629,1949-07-01,16.35,6.1,13.3
1949.5819672131147,1949-08-01,8.65,1.7,7.8
1949.6666666666667,1949-09-01,7.25,1.1,6.7
1949.7486338797814,1949-10-01,11.7,5.6,8.9
1949.8333333333333,1949-11-01,9.75,1.7,8.9
1949.9153005464482,1949-12-01,8.3,0.0,8.3
1949.035519125683,1949-01-13,13.95,6.7,10.6
1949.0382513661202,1949-01-14,14.5,7.8,10.6
1949.0409836065573,1949-01-15,15.6,7.8,11.7
1949.0437158469945,1949-01-16,15.799999999999999,7.2,12.2
1949.0464480874316,1949-01-17,15.549999999999999,6.7,12.2
1949.049180327869,1949-01-18,15.549999999999999,6.7,12.2
1949.051912568306,1949-01-19,15.049999999999999,6.7,11.7
1949.0546448087432,1949-01-20,11.05,3.3,9.4
1949.0573770491803,1949-01-21,11.05,3.3,9.4
1949.0601092896175,1949-01-22,13.6,5.0,11.1
1949.0628415300546,1949-01-23,12.0,2.8,10.6
1949.0655737704917,1949-01-24,6.4,-2.8,7.8
1949.068306010929,1949-01-25,8.35,-3.3,10.0
1949.0710382513662,1949-01-26,16.65,8.9,12.2
1949.0737704918033,1949-01-27,18.3,10.0,13.3
1949.0765027322404,1949-01-28,13.6,2.8,12.2
1949.0792349726776,1949-01-29,13.3,0.0,13.3
1949.0819672131147,1949-01-30,5.6,-2.2,6.7
1949.0846994535518,1949-01-31,10.3,0.6,10.0
1949.0054644808743,1949-01-02,11.05,3.3,9.4
1949.0901639344263,1949-02-02,9.2,5.0,6.7
1949.1666666666667,1949-03-02,8.05,-1.7,8.9
1949.2513661202186,1949-04-02,7.200000000000001,-2.2,8.3
1949.3333333333333,1949-05-02,8.05,1.7,7.2
1949.4180327868853,1949-06-02,11.95,6.1,8.9
1949.5,1949-07-02,15.0,5.6,12.2
1949.5846994535518,1949-08-02,14.75,1.7,13.9
1949.6693989071039,1949-09-02,14.15,1.7,13.3
1949.7513661202186,1949-10-02,11.15,1.1,10.6
1949.8360655737704,1949-11-02,14.149999999999999,3.9,12.2
1949.9180327868853,1949-12-02,10.8,2.8,9.4
1949.120218579235,1949-02-13,15.25,6.1,12.2
1949.122950819672,1949-02-14,15.3,5.0,12.8
1949.1256830601094,1949-02-15,18.9,10.0,13.9
1949.1284153005465,1949-02-16,17.5,9.4,12.8
1949.1311475409836,1949-02-17,19.7,9.4,15.0
1949.1338797814208,1949-02-18,14.399999999999999,4.4,12.2
1949.136612021858,1949-02-19,16.1,4.4,13.9
