Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
213268.88,104799.9,52.1952942,-7.8066555,76,Cappoquinn,Waterford,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1989,116.3,105.7,183.6,116.5,15.6,63.6,18.2,123.6,74.1,138.4,94.1,180.3
1990,165.2,227.1,27.3,84.4,37.9,130.9,99.5,71,61.8,231.3,83.1,106.1
1991,119.4,112.3,131.3,146.9,1.2,134.3,82.8,22.1,124.1,144.8,130.9,45.9
1992,44.3,78.5,134.8,117.4,86.1,29.2,153.7,170.2,125.1,59.3,137.1,114.6
1993,131.2,33.8,72.9,128.1,221.4,106.9,114,59.6,304.7,75.3,121.7,228.2
1994,188.7,283.6,156.8,134.6,118.9,54.6,133,103.5,100.6,102.1,139.8,165.5
1995,186.6,143.1,127.6,38.2,124.5,94.5,176.4,19.7,55.6,227.5,139.7,152.4
1996,287.4,154,220.2,148.3,84.3,48.9,81.1,100,42.9,243.6,144.6,59.9
1997,57.8,115.3,27.6,54.1,92.8,171.1,81.8,310.1,59.9,100.6,259.5,167.5
1998,186.9,34.8,122.7,155.8,54.5,174,95.5,111.5,150.6,200.3,176.9,170.2
1999,105.5,66.4,70.9,106.5,63.2,44.7,23.7,127.7,204.6,93.1,74.7,212.3
2000,66,124.7,33.2,77.7,129.8,60.3,93.6,65.1,149.1,238.5,281.6,197.6
2001,113.2,135.1,134.3,111,55.6,58.1,88.2,128.4,105.9,203.5,61.5,69.4
2002,223.8,166.5,75.1,140.9,166.4,106.9,74.6,92.2,53.9,229.2,237.2,181.2
2003,84.2,86.7,55.3,154.1,132.6,134.2,137.8,13.5,56.1,63,159.5,149.5
2004,148.9,64.2,121,78.3,46.2,109.5,53.8,193.6,106,220.1,74.1,99.4
2005,129.6,41.9,120.1,116.3,103,42.7,86.6,72.9,126.6,208.4,112.4,90.7
2006,85.1,53.4,160.3,46.5,137.8,23.8,63.7,52.1,238.9,174.6,202,177.2
2007,87.9,177,110.6,37.2,82.6,203.7,122.2,119.3,62.7,69,69.4,118.1
2008,187.1,40.1,111.7,42.4,60.7,154.9,163.4,241.1,131.4,161,76,70
2009,283.6,34.7,58.4,178.1,138.3,106.1,220.3,180.3,57.2,230.2,270.9,127.1
2010,164.5,58.2,115.3,83.4,58.9,105.2,187.4,26.7,187.1,150.3,115.5,60.8
