Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
295519.24,139406.63,52.4980984,-6.5942192,113,Enniscorthy,Wexford,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1941,148.1,100.4,71.9,32.4,66.7,18.4,67.3,59.4,25.6,68.9,148.3,55.1
1942,151.9,27.4,98.6,54.6,108.2,5.9,68.7,100.7,92.9,42.8,16.5,119.7
1943,254.6,39.7,45.5,43.7,103.7,57.3,68.5,95.8,118.5,154.5,47,74.6
1944,113.3,19.8,2.9,82,16.2,43.4,85.2,48.1,94.2,125.8,154.9,136
1945,68.1,108.3,32.1,42.5,96.2,117.3,85,75.3,69.2,81.3,39.8,158.2
1946,152.7,51.8,88.9,35.6,87.1,97.1,59.2,174.8,165.6,113.6,168.5,146.4
1947,176.2,103.4,337.7,88.5,125.4,174.8,92.7,63.8,54.3,97.9,115.4,92.5
1948,265.3,72.1,80.2,42.2,81.7,69.9,57,95.1,61.9,112.7,140.3,239.1
1949,41.8,64.4,57.1,74.4,64.1,32,62.5,186.5,60.6,164.3,84.1,65.1
1950,55.7,181.2,82.2,66.2,21.2,63.5,112.4,166.3,160.8,84.6,111.9,93.3
1951,156.5,111.7,80.9,39.5,69.1,47.1,58.2,195.8,191.8,45.6,187.4,184.4
1952,111.7,8.2,92,116.7,79.9,65.5,39,112.3,28.3,183.2,93.4,82.8
1953,34.4,39.5,13.2,91.1,61,38.1,140.5,83.4,137.4,97.9,101.9,84.5
1954,52.5,120.6,108.6,23.4,132.3,56.2,61.8,74.6,116.3,180.1,153.4,101.4
1955,148.6,147.1,68.8,64.5,105.2,203.4,8.2,37,51.3,34.7,124.2,196.4
1956,126.9,26.2,104.4,12,55.6,66.9,113,150,152.8,56.4,66.6,179.8
1957,98.5,97.3,186.9,26.2,93.3,42.8,100.1,83,265.7,100.6,40.3,110.7
1958,147.7,151.9,147.8,28.6,132.8,132.8,116.1,209.4,180,78.1,91.3,179.8
1959,116.1,27.9,119.4,77.7,58.7,51.8,52.1,27.9,27.2,134.6,138.7,183.9
1960,119.6,131.1,146.8,95,81.8,96.8,161.3,125,137.7,226.3,204.5,127
1961,180.3,102.1,8.9,156,47.2,48.5,66.8,42.2,112.3,132.6,66.5,95.3
1962,152.1,37.3,137.9,81,107.7,33,102.1,142.7,177.5,61.5,110,126.2
1963,20.3,130,196.9,101.6,88.9,60.2,69.3,94,57.9,151.6,203.2,71.6
1964,39.4,83.3,192,94.5,95,108,83.8,114.3,59.7,72.9,53.8,158
1965,135.1,13.7,109,79.5,99.6,124.5,123.4,124.2,95.3,62.7,213.7,186.5
1966,186.6,271,40.5,196,118.1,114.6,75.3,91.7,115.4,194.7,86.3,85.4
