Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
182877.68,60742.1,51.7992369,-8.2488888,40,Roches Point,Cork,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1961,195.8,63.5,3.4,159.1,33.3,46.6,52.4,48.2,124.7,114.5,63.1,95.5
1962,120.9,27.1,106.3,45.9,86,28.8,80.7,81,95.2,39.6,91.1,79.6
1963,31.5,94.9,187.1,97.5,39.6,55.6,65.3,102.8,38.1,121.3,172.2,67
1964,30.7,110.2,182.2,77.1,79.3,92.7,68.2,152.9,56.9,65.3,68.2,128.3
1965,113,5.7,115.9,93.9,95.1,132.4,102.6,62.9,87.2,32,194.8,179.3
1966,145.6,211.3,31.4,207.9,84,74.7,24.5,108.7,88.1,189.8,53.6,65.2
1967,79.3,117,27.4,23.1,126.9,27,114.5,95.3,115.9,136.2,61.4,64.1
1968,88.5,39,69.8,70.1,53.3,51.2,37.2,78,146.1,117.6,144.8,180.8
1969,233.2,59.4,86.9,60.3,106.1,64.3,33.5,29,40.1,27.8,91.5,107.9
1970,153.8,82.7,20.5,72.9,19.1,38.5,87.1,49.2,112.7,32.7,202.5,38
1971,119.9,31,45.1,67.6,43.1,66,99.8,125.5,78.7,137.8,57.8,55.9
1972,133.8,158,82.7,48.2,106.9,35.6,39.2,64.6,11.5,60.7,127.5,138.2
1973,82.9,97.6,33.3,29.6,165.9,22.4,29.2,96.2,182.1,65.8,94.5,122
1974,255.6,123.2,43.1,39.2,108,19.2,49.8,141,182,28.8,77.2,53.6
1975,148.3,56.3,32.6,36.1,15.2,19,98.4,44.2,122.4,146,57,18.9
1976,73.8,47.3,93.4,17.5,128.1,53.3,97.5,27.5,94.7,195.6,108.3,136
1977,130.3,240.2,115.2,34.9,39,34.2,31.2,110.1,41.4,237.8,83.7,152.2
1978,81.3,216.4,88.7,78.5,21.8,63.1,95.5,128.3,27.5,40.1,106.4,216.9
1979,119.3,141.5,79.3,45.6,93.7,60.2,19.4,104.8,36.5,124.4,93,197
1980,146.5,138,100.3,46.7,34.3,59.6,107.9,123.1,129.7,149.4,110.1,108
1981,37.7,100.9,183.3,16.2,158.5,77.1,28.3,21.7,203.5,83.9,75.9,110.5
1982,108.5,140.3,110.5,39.3,86.9,163.1,28.5,77.7,117.3,185.9,179.9,124
1983,104.3,93,80.5,87.1,97.7,46.1,4.9,57.2,151.2,122.3,64.2,144.8
1984,197.9,65.3,78.4,50.3,38.3,45.8,36.5,46.7,95.8,98,186.9,74.9
1985,78.5,103.3,129,55.4,40.3,72.2,94.9,179.1,76,72.8,125.5,134.5
