Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
96943.4,84115.38,51.999994,-9.5012707,54,Killarney,Kerry,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1992,84.2,128.4,143.6,151.5,72.2,81.6,114.9,190.4,114.3,76.9,187.2,136.4
1993,253.7,31.5,119.1,96.8,144.6,46.2,92.1,34.4,158,65.8,135,288
1994,238.7,218.4,184.2,165.2,80.5,55.3,87.6,53.1,78.9,99.9,147.5,308.3
1995,316.4,257.2,175.6,20.5,85.2,47.6,148.7,7.1,56.1,236.5,225.3,80.4
1996,208.8,178.7,97.6,129.2,67.5,66.6,51.2,162,51.6,248,196.5,43.1
1997,71.2,191.5,51.6,32.2,69.9,153.4,67.7,185.9,66.4,98.1,295.7,196.8
1998,229.7,65.1,129.8,187.1,62.5,137.6,86.1,70.2,140.4,264.3,194.7,275.7
1999,238.5,78.7,115,151.8,91.9,46.3,52.5,156.9,235.6,105.8,180.9,324.3
2000,91.6,193.9,53.7,81.3,89.8,83.8,74.9,85.2,142,301.9,303,263.3
2001,104.1,118.2,115.5,100.2,29.2,65.5,70.2,110.9,95.1,253.9,81.1,98.3
2002,273.1,244.2,88,133,193.2,132.8,60.7,63.2,71.9,222.4,231,128.2
2003,141.2,119.9,113.1,102.4,104,99.4,77.1,8.5,51.2,46.6,255.2,75.2
2004,155.5,120.1,130,101.2,66.7,93.4,66.2,150.2,135.8,237.4,44.2,115.7
2005,235.6,64.7,78.5,137.7,105.6,40,92.6,66,116.6,224.6,170.5,127.3
2006,145,61,135,53,199,18.9,56.9,34.4,252.1,175.6,221.9,300.7
2007,195.3,190.8,129.6,38.6,68.3,136.9,86,73.5,82.8,69.5,73.6,252.8
2008,291.1,103.4,158.7,69.2,74.6,136.5,129.4,138.9,95.2,259.3,127.3,97
2009,242.1,26.1,75,149,96.3,57.3,198.9,172.4,73.7,197.6,429.3,162.7
2010,152.3,61.5,121.1,91.5,18.7,69.4,134.6,28.5,104,100.6,167.9,82.2
