Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
261478.55,116752.28,52.2994333,-7.0995223,42,Waterford,Waterford,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1981,33.5,90.7,188.9,34.1,175.8,64,20,21.1,161.1,77.4,84.8,141.5
1982,113.2,113.2,93.3,55.6,88,160.3,13.7,65.1,141.8,129.2,155.4,89.6
1983,84.8,75.9,59,84.3,127.1,55.9,38.3,81,110.1,79.3,32.6,105.5
1984,156.8,56.1,62.1,40.5,37.6,28.8,32.4,55.4,90.9,92.9,168.6,69.5
1985,94.7,105.5,105.7,52.7,56.2,78,65.8,155.7,54.4,55.1,92.6,134.8
1986,98.6,3.2,114.5,49.9,91.8,155.9,55.7,193,2.4,70.6,117.7,151.4
1987,87.2,90.7,98,100.6,18.3,95.2,14.6,54.6,92.3,130.1,66.5,118.8
1988,231.1,59,65.4,52.8,82.1,46.7,157.8,131,33.6,167.9,50.4,47.4
1989,58.3,78.2,119.3,72.4,8.9,70,15.3,71,61.7,119.4,68.9,155.6
1990,120.6,153.4,12.8,19,36.1,90.4,46,49.3,55,152.7,68,76.3
1991,111.1,74,107.4,103.5,2.6,79.6,50.7,21.8,74,135.5,79.8,34.1
1992,34.2,59.6,84.9,76.1,34.6,37.4,98.4,114.7,105.2,22.8,105.4,81.3
1993,119.3,21.6,63,100.7,171.5,51.4,72.5,29.1,170.4,87.6,116.4,145.9
1994,155.3,184.8,98,73,80,33,116.2,95.5,110,53.5,121.2,113.6
1995,158.9,121.6,58.2,26.1,65,19.8,67,23.4,46.1,161.9,127.5,151.8
1996,224.7,105.8,192.6,125.3,60,46.7,77.3,121.2,25.1,182.2,122.3,50.2
1997,46.7,88.9,16,30.4,88.2,170.3,44,316.4,66.9,67,243,129.7
1998,158.6,19.3,92.3,142.2,57.8,127.5,74.1,83.9,111.9,148.2,154.8,185.1
1999,130.4,49.4,30.4,78.4,43.7,49.5,42.5,78.7,198.8,83.6,79.5,144.1
2000,55.4,103.9,14.4,79.7,91,39.8,79.4,65.6,148.5,199.8,191.2,177.7
2001,130.5,133.6,107.3,76,22.8,40.3,73.6,85.8,98.4,200.9,18.3,52.6
2002,164.7,113.8,49.3,102.5,123.1,94,32.6,61,37.9,292.3,181.8,126
2003,58.9,60.3,43.9,103.4,89.2,106.3,127.7,9.8,55.4,29.2,103.2,78.2
2004,102.8,55.4,73.6,53.8,33.9,67.7,28.3,113.1,90.3,178.7,40.2,51.1
2005,76.1,22.1,88.6,122.7,93.8,34.2,90.3,46.9,57.8,171,108.8,74.5
2006,44.5,39.7,114.9,25.7,131.7,23.6,51.6,77.1,204.1,196.4,166.9,141.4
2007,52.8,126.4,61.1,40.6,51.7,186.5,108.1,105.1,35.3,41,63.4,83.4
2008,145.5,27.2,64,40.4,61.9,120.9,175.3,179.3,81.9,152.3,46.4,61.3
2009,173.4,35.5,22.5,134,73.6,83.2,223.1,137.1,53.2,166.8,199.1,99.9
2010,140.3,53.4,83,42.1,48.7,66.3,173.5,30.9,120.3,98.5,96.1,70.2
