Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
137792,159203.87,52.6807753,-8.9205048,6,Shannon Airport,Limerick,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1971,67.7,66.4,62.2,29.7,24.3,68.2,40.4,69.1,57.3,97,88.2,38.6
1972,107.5,56.2,87.1,70.4,85,65.6,57.5,57.4,13.2,43.8,155.6,95.6
1973,70.6,93.1,30.2,41.1,104,19.3,63.8,113,113.5,50.8,156.4,85.9
1974,168.5,106.6,36.2,22.1,51.3,37.3,81.9,140.6,168.5,53.7,99.2,87
1975,125.1,41.8,43.8,62.9,23.7,15.7,75.7,37.6,145.6,89.3,85.7,63.5
1976,126,57.9,59.1,21.7,65.6,33.7,59.6,13.4,93.1,136.6,87.4,109.7
1977,50.5,104.5,67.6,73.6,22.1,49.3,66.4,93.4,70.2,91.9,142,71.4
1978,94.7,65,121.8,77.1,16.7,49.9,78.5,94.6,45.6,46.6,90.6,114.7
1979,84.6,55.9,95.1,87.6,105.7,65.9,27.5,117.9,64.1,94.7,155.6,161.9
1980,71.1,82.3,76.4,25.4,28,75,100.4,114.1,125.1,125.7,103,116.6
1981,67.1,82.1,101.9,15.9,141.1,61.5,34.1,27.2,126.3,84,68.8,66.4
1982,76.2,85.4,118.2,16.5,72.1,131.2,22.3,90.5,73.9,135.5,127.2,151.1
1983,129.8,70.2,72,56.1,88.7,47.4,12.8,46.1,106.1,146,44.3,135.4
1984,190.1,92.7,34.5,46,27.5,33.4,35.2,65.2,82.1,101.2,100.7,90.3
1985,34.2,34.6,90.9,55.1,71.3,74.6,94.8,181.5,69,53.3,47.3,90.3
1986,137.9,0.8,128.8,56.4,106.4,91.5,40.8,114.4,9.3,96.5,109,157.5
1987,37.3,55.2,67,53.9,20.7,109.2,41.7,37.7,102.3,104.2,69.8,59.5
1988,172.9,95.6,110.9,32.4,62,47.8,129.4,111,80.9,115.1,47.3,70.9
1989,84.2,94.6,126.3,58.1,23.9,56.7,16.8,69.1,51.5,129.7,53,77.7
1990,126.6,205,31.5,57.5,22.2,73,46,67.7,25.8,157.8,66.4,144.9
1991,85.8,92.3,72,97.4,10.1,86.4,56.6,60.3,61,84.3,114.3,59.1
1992,66.3,54.3,105.6,76.6,35.2,28.5,68.8,154.4,77.1,60.4,99.9,88.7
1993,88.1,16.5,48.7,84.9,90,74,68.2,53.1,108.4,48.5,59.9,217.7
1994,152.4,124.1,130.6,115.5,76.6,66.1,72.4,77,59.7,67.8,71.1,181
1995,190.2,156.8,109,26.8,64.7,25.9,128.6,4.2,43.6,108.3,101.7,71.9
1996,70.3,117.4,91.6,57.9,46.5,22.7,63.6,86.3,34.2,145,121.1,29.4
1997,35.7,113,19.1,43.4,60.1,121.5,69.4,230.8,44.9,108.5,71.9,108.6
1998,130.5,34.2,97.5,100.8,30.9,127.9,64.5,77.6,92.5,147.6,123.4,117.1
1999,124.9,64.6,66.3,67.1,84.4,55.3,50.7,60.6,149.8,54.1,97.2,220.9
2000,77.8,124.1,37.3,62.2,65.6,60.8,100.8,69.5,106.7,176.3,137.6,78.3
2001,50,56,76,97,35,62,75,59,54,117,64,52
2002,121,186,41,74,97,75,46,60,16,130,132,92
2003,45,51,51,50,67,105,77,11,37,51,111,93
2004,109,28,69,44,35,63,71,88.1,95,143,67,91
2005,123,45,61,92,90,57,46,71,78,106,73,72
2006,54,38,105,31,126,19,28,42,149,94,115,167
2007,94,71,63,11,66,104,97,101,52,44,53,166
2008,221,62,103,50,36,106,94,188,87,157,92,75
2009,120,16,64,87,103,59,115,121,58,87,263,73
2010,31,35,80,71,57,33,123,39,139,77,133,26
