Easting ,Northings,Latitude,Longitude,elevation (metres),Station,County,,,,,,
287831.33,345772.01,54.3530737,-6.6499043,62,Armagh,Armagh,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1964,48.5,31.3,65.8,52.7,46.9,56,42,96.9,61.8,132.9,59.7,89.1
1965,112.5,7.7,62.5,74.4,56,86.4,65.3,89,68.2,59,118.5,96.8
1966,69.5,116.5,60.6,101.5,69.4,103,35.9,67.4,68.6,144,84.9,111.4
1967,51.3,72,62.6,41.9,108.9,28.8,93.7,83.5,115.6,124.1,54.1,67.8
1968,87.3,34,57.2,56.8,52.8,66.3,23.9,53.8,87.2,94.4,94,69.1
1969,110.5,59.2,33.3,64.6,102.2,60.4,36.9,54.3,21.5,37.2,128.3,75.2
1970,76.1,103.7,57.2,67.1,37.9,56.7,94.8,102.2,76.4,80,98,33
1971,47.8,54.4,28.8,82.9,49.9,94.6,54.4,108.3,31.7,37.7,81.4,17
1972,109.6,54.6,82.4,58.2,85.1,63.5,56.4,37.6,9.6,42.4,82.5,69.8
1973,93.3,62.4,26.6,52.4,56,26.1,71.4,74.3,49.7,54.8,72.9,66.2
1974,110.5,61.8,30.8,35.6,80.3,48.8,97.8,57.6,99.3,43.7,71.4,90
1975,110.3,19.9,41,38.9,15.4,15,34.1,47.3,143.5,60.4,41,18
1976,79.1,40.3,55.6,17.4,102.1,53.2,53.2,13.8,85.2,135.6,30.7,82
1977,89.4,116.3,64.6,50.5,20,54,21.8,97.9,47.2,66.7,94.2,69.4
1978,77.4,47.2,86.3,27.1,28.6,42.4,55.8,50.9,74.2,44.5,77.2,166
1979,61.8,19.2,72.3,73.7,99.4,52.7,34.7,107.9,40.8,112.4,98.7,91.7
1980,75,72.9,101.5,14,34.2,96.8,50.4,59.6,70.3,112,61.7,99.9
1981,50.9,47.3,108,47.7,97.8,84.6,63.8,35.9,136.8,110.6,70.1,69.2
1982,79.9,65.7,101.6,9,30.7,79.8,15.1,64.1,69.3,101.3,131,114.3
1983,76.5,34.4,79.6,60.1,67,40.2,15.1,32.5,67.6,92.4,28.4,111.2
1984,127.9,94.7,65.5,13.9,20.3,47.4,49.9,87.2,76.8,79.7,90.8,81.6
1985,46.9,23.1,57.6,50.5,63.2,55.1,99.4,136.8,88.3,42.7,40.4,60.1
1986,105,4.4,71.3,99.6,98.4,44.5,51.6,109.3,4.2,90.6,83.2,100.5
1987,31,35.4,77.8,41.9,27.3,91.2,36.4,105.1,76.5,128.5,46.9,34
1988,129.9,76.8,108.2,30.6,51.2,37.4,91.5,86.5,77.4,89.2,34.5,67
1989,46.6,48.1,81.3,89.8,20,34.3,36.1,88.2,48.5,93,25.1,54.5
1990,88.1,153.7,39.8,48.5,42.6,69.5,31.8,90.6,23.1,147.7,51,97.3
1991,64,33.3,85.8,90,6.6,57,19.5,26,39.4,82.1,84.2,91.2
1992,59,40.2,95.7,70.7,36.8,52.2,59.4,146.5,64.2,47.6,101.3,63.2
